WaveletEnergy,ShannonEntropy,Kurtosis,Variance,RhythmClass
687.5631934,6.017658588,3.62788123,0.031614531,2
1165.289714,5.69733803,2.476483617,0.047229414,2
1156.794828,6.196908863,1.305032917,0.032860255,2
777.6591677,6.395300421,-0.486346685,0.039708873,2
967.37172,6.005635066,2.308486723,0.026975143,2
634.56854,5.990299226,2.710240362,0.017954607,2
1236.403558,5.919080704,4.343652107,0.031535119,2
551.2770405,6.062314434,3.235816148,0.034867938,2
1456.725901,6.245552551,-0.001757724,0.048671837,2
1183.477422,5.723853588,2.744177942,0.026068725,2
759.673531,5.969142401,1.130506151,0.028041211,2
1664.591958,5.013811989,4.896530901,0.041548718,2
773.0043605,5.9982122,0.281772031,0.031338177,2
1004.210413,5.463143431,6.628987488,0.021179187,2
1720.519176,7.099945046,-0.098873883,0.052699142,2
1577.180171,6.655674314,1.513486989,0.033061516,2
2238.770883,6.773593723,0.121232148,0.068073133,2
1581.869047,6.950153235,-0.402734946,0.058069333,2
1810.064128,6.939132152,-0.383524892,0.05600704,2
1086.437402,6.253788004,3.009279727,0.0271325,2
2145.923299,6.784502606,-0.148771203,0.062351515,2
2938.208264,6.85367841,-0.193425291,0.07398977,2
2838.601238,6.695832724,-0.165089821,0.071123486,2
2047.83748,6.427030245,0.591278298,0.053902068,2
1735.191181,6.821085219,-0.118145346,0.061918811,2
2002.72037,6.71125755,-0.176842626,0.066200644,2
1323.604417,6.590012516,1.557373734,0.03980008,2
2102.510734,6.854382211,-0.217804987,0.069785396,2
1355.460578,6.907108919,0.505531679,0.050842151,2
1913.030365,6.825667735,-0.006809314,0.061041456,2
1328.549649,6.84616942,0.158226147,0.047653962,2
1709.912782,6.893333218,-0.314362712,0.065968584,2
2347.399686,6.934385143,0.111910962,0.050868668,2
1929.890741,7.039657388,-0.494816135,0.063228335,2
2006.237131,7.024715306,-0.362144597,0.067248828,2
1097.734342,6.475100175,0.544223497,0.042469338,2
1199.624822,6.895101785,0.894749533,0.035816821,2
1938.246379,7.006704334,-0.618470057,0.06790686,2
1733.298946,6.809130066,0.685031652,0.05398324,2
1998.909772,6.593284198,0.379667364,0.064716172,2
1841.395,6.637183007,0.829761123,0.057512421,2
2805.131575,6.781066405,-0.463664839,0.062201291,2
2397.837616,7.004328919,-0.681421499,0.079719493,2
1252.75879,6.546564468,0.23001117,0.046044185,2
2157.247928,6.823868811,-0.328574292,0.063529576,2
3310.452667,6.721549378,-0.638057399,0.066057166,2
1845.535343,6.29892142,2.466506773,0.041546919,2
1304.708791,5.896713843,2.528914414,0.032543841,2
1235.989107,6.465645829,-0.777320035,0.066771257,2
4209.830165,6.827263112,-1.203880815,0.088299653,2
3939.467375,6.957514674,-1.084281515,0.095046195,2
845.8574623,6.109670192,4.3760278,0.032799546,2
1043.551497,6.325680133,0.344413122,0.05147113,2
1208.725855,6.445118782,0.230573002,0.053963588,2
1202.716368,6.420865851,0.16383124,0.054162398,2
906.748421,6.088165478,1.348484839,0.038761566,2
1000.97101,6.335196344,0.682351232,0.048827315,2
967.9161114,6.033636903,1.328695248,0.038185465,2
975.131253,6.338316817,0.643506057,0.049189306,2
1869.078281,6.349586004,-0.014032264,0.058756597,2
1774.020364,5.952822428,0.650945632,0.0503275,2
1964.799294,6.37251397,0.083487883,0.057468775,2
2124.675021,6.304156043,1.752502592,0.05707611,2
1005.602395,5.980161873,-0.73831386,0.053582763,2
1617.356549,5.957630377,6.373380743,0.039261629,2
2123.345031,6.567008746,0.328145945,0.063877379,2
2347.629745,6.243645881,0.34130033,0.060160181,2
2114.642379,6.552069995,0.772413638,0.064394371,2
1230.241082,6.294085006,2.27858044,0.039357528,2
1338.46666,6.33829191,3.223594483,0.023452698,2
1363.126261,5.774834874,3.777630203,0.026906497,2
1489.454887,6.072624443,1.833655607,0.046491779,2
1258.871374,5.867541344,3.89901166,0.03194383,2
2189.03895,6.51210483,0.530967696,0.048945254,2
1167.559716,6.399872158,0.365875802,0.048726536,2
1411.682133,6.095656056,1.259830968,0.04426096,2
2237.278031,6.27042643,-0.051338186,0.056385899,2
1836.699344,6.403135242,0.393626908,0.050247919,2
1540.945195,5.990930842,1.452191332,0.044088761,2
1791.588924,6.505963961,3.556050298,0.03521784,2
1503.096928,6.667353757,4.007826706,0.026971882,2
1360.4877,5.871352715,-0.513722609,0.063339877,2
1633.286266,6.134337,0.122677321,0.042483569,2
1218.991237,6.066999248,2.068979243,0.046186591,2
995.6683411,6.598067192,-0.865287324,0.07565303,2
878.3690548,5.557782599,8.166012533,0.025255124,2
948.6267435,5.979519666,2.76980714,0.028489158,2
1045.039697,5.771587636,2.342299963,0.033891246,2
981.8432216,5.8860574,1.673766535,0.035338557,2
1034.079426,5.933319864,1.785179517,0.035955751,2
860.1765628,5.791429992,3.55337473,0.027840104,2
946.7107401,5.914417576,3.115119672,0.030175787,2
902.2933095,6.047847522,1.75565511,0.032661335,2
1078.042387,5.886546601,2.142068034,0.035500353,2
902.4392297,5.929939548,1.751337872,0.033886796,2
837.0143844,6.109681766,1.624018652,0.029165021,2
885.0815452,5.968534555,0.888240794,0.038834558,2
929.7094189,6.032908828,2.328470859,0.031457836,2
892.5928543,5.992252519,1.985197007,0.032743173,2
836.7645356,5.838377267,1.683740996,0.033729905,2
841.8292529,5.859561213,2.567727526,0.031070402,2
967.8727105,6.134347193,1.782578395,0.035750473,2
819.2265592,6.044228998,1.189801209,0.035106256,2
891.9574792,5.839721868,2.876704287,0.031492581,2
955.5014441,5.978288987,1.547799397,0.037308206,2
825.350828,5.83254106,2.190013377,0.032687641,2
803.3816315,6.026392485,1.569801528,0.033215646,2
897.0025599,6.277089917,0.824348235,0.039844658,2
786.1619801,6.068992947,2.727647736,0.028553939,2
775.5709425,5.850163057,1.894410305,0.033888295,2
838.4262623,5.939879591,2.413619792,0.031827053,2
786.2531924,6.009655946,1.565357536,0.032605558,2
950.6477016,6.022894005,1.492006015,0.036339063,2
746.4582442,5.96381248,3.473495591,0.027159377,2
771.0779874,6.06133158,0.532890126,0.039415236,2
899.8716645,6.029874917,2.747451991,0.030229423,2
916.8773783,5.840885241,3.089917278,0.030729728,2
665.0060789,6.183032306,1.019722469,0.033870977,2
981.1598702,6.176775207,1.165718055,0.034366999,2
919.7442858,6.179246048,2.422453661,0.031694145,2
958.6452466,6.079287868,1.889010245,0.0358159,2
924.7964659,6.037868019,2.224577036,0.032327823,2
817.1632103,6.094314122,1.140399629,0.034293036,2
913.9485497,6.062485773,2.481048384,0.031242937,2
799.9655359,6.064478672,0.414628051,0.040837964,2
841.5209596,6.138849893,1.914162538,0.030096447,2
811.7119049,5.913116121,1.539016029,0.033626319,2
975.9815768,6.096870192,1.38639028,0.036837083,2
915.3539934,5.943895755,3.423638278,0.029609758,2
767.3482967,6.001221758,0.626136698,0.038101794,2
1102.110042,5.956075812,1.389584235,0.036997585,2
892.6805876,5.95697204,0.881050042,0.034767927,2
783.5242468,6.06971691,0.932216184,0.031561513,2
890.1635461,6.013268326,2.000033404,0.033264216,2
1153.559371,6.19711888,4.286054516,0.029809106,2
1798.532814,5.89463575,3.093066725,0.045084328,2
1169.075498,6.393991845,3.017310229,0.023818747,2
948.758201,5.677245567,6.426101959,0.028266762,2
990.2508387,5.49850041,7.561633636,0.02910449,2
1177.438426,6.078191263,3.792264158,0.032642417,2
1061.581463,6.119872995,4.15427185,0.030537456,2
995.5059869,5.679960125,4.339980897,0.031628788,2
1076.376928,6.06266509,3.798851156,0.032544514,2
1060.906668,6.064223149,4.576080624,0.030383195,2
993.2487319,5.762839507,4.456032862,0.029903408,2
1126.678304,5.912985871,3.613785203,0.035055105,2
1072.785345,6.085390026,4.266224003,0.030515479,2
1095.150719,5.828848966,3.70637825,0.033029818,2
1069.363337,5.999480628,3.925835754,0.031124951,2
1096.269063,6.080862789,3.584778439,0.03333751,2
1011.452954,6.038990301,4.155734288,0.029004513,2
1053.353226,5.62605925,4.289006549,0.03318018,2
1079.462981,6.052043742,4.063840876,0.030839126,2
1049.879464,5.936916613,4.436399074,0.030359596,2
1073.508664,5.985025301,4.585977902,0.030481066,2
1142.519444,6.105834735,3.97168877,0.033317276,2
1122.197007,6.097974988,4.155224668,0.031483179,2
1143.398576,5.970492788,4.203050278,0.033002881,2
1106.130847,6.003427388,4.002397845,0.032007305,2
1000.577797,6.024638254,4.550142168,0.029571898,2
1161.153691,6.014552256,4.035059878,0.032256958,2
1107.233996,6.05540016,3.981495765,0.031993074,2
1112.115558,6.020565537,4.394512574,0.029904911,2
