RPeakCount,SpectralEnergy,TotalPSD,WaveletEnergy,ShannonEntropy,SignalSTD,Skewness,Kurtosis,Variance,BeatType,RhythmClass
1,2233.363413214452,2040.797331409684,897.073007114033,5.191605953011592,0.1736018492193016,3.3772953848152083,11.76634884429154,0.0301376020523611,0,Unknown
1,19393.078194090307,20581.15358858994,622.0956179019383,6.020213164735466,0.1354049858304095,1.4268515904623238,7.733808338081243,0.0183345101877333,0,Unknown
1,6428.295714821819,8187.367447748558,1144.173417492001,5.653723992948663,0.1647610756969262,2.2683659654250983,7.137367931675405,0.0271462120648082,0,Unknown
1,5496.895873156432,6896.108455152067,858.5468035634208,5.299746158629318,0.1469448425897012,3.3907582295482177,14.62809571696975,0.021592786763712,0,Unknown
1,5058.116450331973,6472.419471174323,936.2797507305648,5.381019601241073,0.14773513274076,3.372420121558596,14.748833021079744,0.0218256694459299,0,Unknown
1,4270.818708731205,5628.30063415485,790.1578290946077,5.2977269255377095,0.1447369986203258,3.6116794001759858,16.520737781859744,0.0209487987696201,0,Unknown
1,5101.256653741625,6496.975135282191,971.0768761815084,5.366123167619363,0.1467613116128935,3.726724895115832,16.348052043801452,0.0215388825863368,0,Unknown
1,5291.209654313782,6693.260899255942,853.4053297866639,5.328246531162171,0.1470938281179782,3.52502320902646,15.226584944911153,0.0216365942704013,0,Unknown
1,4644.399758571091,6093.839628449132,913.890780576844,5.327440706154745,0.1495595923797714,3.552855279406136,15.137515218310718,0.0223680716728033,0,Unknown
1,48990.39169170314,51023.89949352453,929.3590436996489,6.10929355495457,0.1771478032500004,-0.3132040841570775,1.690629767889294,0.0313813441963008,9,Unknown
1,4880.078814880542,6217.843183066334,962.7439460331316,5.43606484536444,0.1436820297952344,3.560414648363831,15.992067185790738,0.0206445256860786,0,Unknown
1,4403.724341326927,5771.40387826309,882.6069208326493,5.278606462776986,0.1452796571063997,3.729550680377232,16.708917141725145,0.021106178768953,0,Unknown
2,7159.46583248271,9731.976229001932,1811.6581911098503,5.951872293018475,0.1992468031117973,2.6915547981777004,7.023336433126518,0.0396992885502713,0,Unknown
1,3978.0191018384057,5460.814091916082,979.0401153345988,5.261919434320076,0.151270321580153,3.782514057110291,16.562547643354666,0.0228827101909629,0,Unknown
1,4234.527163495432,5565.830942591508,938.9364153981036,5.264002892641458,0.1433346507189014,4.099495364832795,19.03598645804537,0.0205448220967094,0,Unknown
1,4260.865673068564,5666.510124959999,896.2490306058364,5.259116043763417,0.1472830796261192,3.862699785076362,17.04667353352894,0.0216923055441537,0,Unknown
1,10362.768747436185,11548.886748833582,766.6501299313907,5.639785450023528,0.135293361006905,3.103716090186381,13.689707120301584,0.0183042935325447,0,Unknown
1,13615.84045356568,15043.119475661342,917.6586700322656,6.074954644932147,0.1484115798807046,1.8749785721534,6.424021810530347,0.0220259970426867,9,Unknown
1,5129.030704530342,6654.959101931904,909.43924698949,5.404374958037549,0.1534562674092753,3.2032821559799727,13.20566048365919,0.023548826007187,0,Unknown
1,4788.428459364101,6098.8932842744525,841.9395456754528,5.273864015629838,0.1422083848802384,3.686162881520744,16.665275886158277,0.020223224730246,0,Unknown
