WaveletEnergy,SignalSTD,Kurtosis,BeatType
1131.82562,0.215988742,0.628287812,9
1229.897227,0.175187254,0.941204213,9
976.6203286,0.189837909,0.839639546,9
1165.289714,0.217323293,2.476483617,9
1113.651805,0.205370138,2.478136638,9
1296.617908,0.219394651,0.687504717,9
806.9226387,0.13280455,16.98418987,5
630.4272573,0.114253653,8.942502156,9
1022.208085,0.153491057,3.136889724,9
569.7631899,0.121152177,19.20570385,5
1194.88737,0.18217689,5.913117792,9
1155.127046,0.155730339,10.45434795,11
1288.318959,0.193068451,4.138436033,9
1022.739455,0.183638703,1.99938679,9
967.37172,0.164241113,2.308486723,9
634.56854,0.133994802,2.710240362,9
1255.058122,0.175144106,1.01729621,9
1456.725901,0.220616947,-0.001757724,9
759.673531,0.167455102,1.130506151,9
1664.591958,0.203835027,4.896530901,9
1195.041696,0.177930813,7.409508035,9
773.0043605,0.177025923,0.281772031,9
1004.210413,0.145530708,6.628987488,9
913.2849731,0.122635642,6.869718193,9
1167.646785,0.168675964,7.409653266,9
883.8628456,0.138924197,9.050406359,9
735.8816615,0.112932603,7.81345194,9
1059.67071,0.135690231,7.128678889,9
1198.825167,0.182265161,6.603141843,9
936.7150319,0.185686768,1.345216549,9
775.9957767,0.183197044,1.34663527,9
824.5099301,0.181543187,1.557325107,9
864.2791044,0.188255337,1.206963373,9
917.2255137,0.185270778,1.362976746,9
1241.511445,0.178843995,1.8018846,9
899.3973173,0.170373585,1.935736493,9
794.5991839,0.185106077,1.594776609,9
936.101344,0.181196788,1.169976691,9
864.1636718,0.18093168,1.374530402,9
877.3968215,0.193365148,0.984805739,9
897.8725222,0.181880795,1.099219634,9
891.4584023,0.172450918,1.978317304,9
867.0166558,0.188282022,1.655979342,9
867.7407621,0.165359802,2.300297087,9
977.525518,0.185582934,1.129803569,9
816.5650593,0.184958635,1.804407003,9
861.8675586,0.18606819,1.131100494,9
919.6187581,0.177619072,1.676373432,9
801.0261704,0.189231284,1.411701606,9
896.7224956,0.171050401,1.733820362,9
833.9674309,0.181766408,1.498761738,9
852.2706417,0.185253632,1.90697025,9
741.2250174,0.179975862,1.799640869,9
873.6604828,0.175481431,1.527069894,9
958.4212077,0.180179738,1.469033501,9
862.2583037,0.176658374,1.574887531,9
802.4896998,0.177132197,1.785679656,9
958.176288,0.1793846,1.592337329,9
946.9223419,0.192530627,0.72848968,9
862.3481627,0.180941939,1.431904969,9
789.2285847,0.173259794,2.216139893,9
913.9057867,0.174537591,1.798345474,9
810.2349792,0.168598973,2.287824911,9
871.7539325,0.179527188,1.411514185,9
823.6161278,0.179725864,2.057358516,9
1007.513463,0.181044974,1.715873915,9
933.7403088,0.184912639,1.450624225,9
799.144844,0.179366678,1.997173645,9
804.061733,0.183827513,1.724195741,9
819.6285898,0.179879162,1.895424081,9
922.6794405,0.183395518,1.21085836,9
1128.735302,0.189089656,1.992870461,9
887.6765732,0.20120188,1.003743604,9
933.6447862,0.191158838,1.134493921,9
932.8763829,0.179579394,1.413742212,9
932.4303934,0.19079215,1.119154788,9
927.2538704,0.192090356,1.239376126,9
948.9734824,0.181992535,1.448260762,9
850.5432075,0.176158367,2.157363179,9
933.7676672,0.193594659,1.482624418,9
990.3626947,0.183780789,1.695593983,9
842.4673653,0.169038631,2.027435134,9
887.1913985,0.168154607,1.934665182,9
967.5212371,0.188478227,1.449682122,9
1029.367238,0.190390645,1.360342926,9
1054.742627,0.185218948,1.703546339,9
844.6078167,0.188212168,1.311887685,9
934.042822,0.185458767,1.654668357,9
887.1100055,0.188245216,1.675957981,9
887.3041047,0.174590487,1.6225439,9
953.986406,0.172068649,1.795065533,9
951.7606024,0.185097921,1.912013768,9
930.4106834,0.178823069,1.781821732,9
977.1976259,0.179104101,1.384991381,9
929.7498399,0.182879174,1.681243901,9
867.798202,0.178927274,2.148776126,9
909.6319279,0.178874336,1.778750108,9
785.4374977,0.164739581,2.398679962,9
797.2760249,0.142641122,4.701323811,11
919.8194305,0.18631739,1.882354756,11
1017.45427,0.18945346,1.396308037,9
1514.361852,0.181466947,1.87826973,11
984.9981364,0.215949867,0.848219939,9
918.8096046,0.207269248,1.498710319,9
919.6594542,0.207492281,1.317302025,9
842.9580923,0.209254555,1.012761746,9
978.4613885,0.224076381,0.865129997,9
943.4761477,0.200137579,1.490377958,9
918.7011346,0.20186631,2.196255612,9
885.8021328,0.22035764,1.477738515,9
995.3940485,0.211638603,3.101636753,9
1024.02622,0.214742378,2.327184357,9
908.4047988,0.218701513,2.167887663,9
950.8551228,0.240889617,1.352686895,9
956.5188421,0.208127115,1.430357342,9
1123.02961,0.203355107,1.409522938,9
966.9891916,0.214054049,1.166048146,9
936.6007525,0.21135416,1.182409899,9
910.7169818,0.205094443,1.505652599,9
1166.348148,0.174438675,8.752126504,11
1577.180171,0.18182826,1.513486989,9
1581.869047,0.240975793,-0.402734946,9
1086.437402,0.164719458,3.009279727,9
2145.923299,0.249702853,-0.148771203,9
2047.83748,0.23216819,0.591278298,9
2102.510734,0.264169257,-0.217804987,9
1355.460578,0.225482042,0.505531679,9
1328.549649,0.218297875,0.158226147,9
1709.912782,0.2568435,-0.314362712,9
1929.890741,0.25145245,-0.494816135,9
2006.237131,0.25932379,-0.362144597,9
1097.734342,0.206080901,0.544223497,9
1199.624822,0.189253326,0.894749533,9
1938.246379,0.260589448,-0.618470057,9
2397.837616,0.282346406,-0.681421499,9
3310.452667,0.257015887,-0.638057399,9
820.5739863,0.134902846,20.02301895,11
808.6195441,0.13129052,26.52598506,11
820.2969947,0.136557531,20.13588115,11
771.1593915,0.131634389,19.92518641,11
749.4474113,0.127906842,27.40352152,11
707.0662252,0.127837792,26.99119803,11
721.4653993,0.125291448,26.44631229,11
698.7325158,0.12696988,25.59722477,11
734.0298929,0.127626967,25.52516374,11
673.3678885,0.12532328,26.78867704,11
1192.575762,0.178614158,2.628820996,9
1304.708791,0.180399117,2.528914414,9
1235.989107,0.258401348,-0.777320035,9
1043.551497,0.226872498,0.344413122,9
1208.725855,0.232300642,0.230573002,9
1202.716368,0.232728164,0.16383124,9
906.748421,0.196879573,1.348484839,9
1000.97101,0.220969037,0.682351232,9
975.131253,0.221786622,0.643506057,9
1964.799294,0.239726458,0.083487883,9
1222.630345,0.182345728,2.014755237,9
