WaveletEnergy,SignalSTD,Kurtosis,BeatType
643.9783292,0.117765389,20.35116485,0
742.8744381,0.127163666,19.45850032,0
712.5187006,0.122503947,21.46593203,0
820.1343844,0.135014375,16.02594116,0
823.4376842,0.123910293,15.28403215,0
1131.82562,0.215988742,0.628287812,9
1229.897227,0.175187254,0.941204213,9
976.6203286,0.189837909,0.839639546,9
1165.289714,0.217323293,2.476483617,9
1113.651805,0.205370138,2.478136638,9
806.9226387,0.13280455,16.98418987,5
1022.208085,0.153491057,3.136889724,9
569.7631899,0.121152177,19.20570385,5
1194.88737,0.18217689,5.913117792,9
809.2895003,0.133552226,16.35977451,5
1155.127046,0.155730339,10.45434795,11
665.8594186,0.127586819,7.795460533,5
707.7157364,0.129164783,13.54169322,5
805.6245923,0.162510784,11.50826183,5
741.9550533,0.130624441,19.04496198,5
783.2047262,0.129208545,9.495891031,5
1288.318959,0.193068451,4.138436033,9
1022.739455,0.183638703,1.99938679,9
967.37172,0.164241113,2.308486723,9
634.56854,0.133994802,2.710240362,9
1255.058122,0.175144106,1.01729621,9
859.8949685,0.132612605,14.45931625,5
797.2760249,0.142641122,4.701323811,11
919.8194305,0.18631739,1.882354756,11
1514.361852,0.181466947,1.87826973,11
1166.348148,0.174438675,8.752126504,11
820.5739863,0.134902846,20.02301895,11
808.6195441,0.13129052,26.52598506,11
820.2969947,0.136557531,20.13588115,11
771.1593915,0.131634389,19.92518641,11
749.4474113,0.127906842,27.40352152,11
707.0662252,0.127837792,26.99119803,11
721.4653993,0.125291448,26.44631229,11
698.7325158,0.12696988,25.59722477,11
734.0298929,0.127626967,25.52516374,11
673.3678885,0.12532328,26.78867704,11
789.1410571,0.159399974,1.972650491,2
801.6649848,0.212777465,-0.006674347,1
973.2274842,0.156905161,3.620612774,2
855.5349935,0.170501443,3.296502117,2
742.48076,0.129725491,10.04630607,2
763.4141757,0.138570192,10.37976911,2
932.0807497,0.156164983,5.364614217,2
797.383158,0.14058567,8.422575827,2
715.7228462,0.15689672,3.073386982,2
763.9083189,0.169297377,1.171891053,2
311.4436978,0.208497723,0.755406456,1
716.4485805,0.218979289,0.663494796,1
524.7753412,0.233986888,-0.784149394,1
560.4638244,0.205916681,-0.416264501,1
1158.749702,0.299614624,-1.386515588,1
350.8923503,0.237033741,-1.172736224,1
584.0845477,0.214507878,-0.276908983,1
845.179739,0.19751298,1.230238451,1
1138.749252,0.210721274,0.394222164,1
733.8207248,0.184572171,0.528926931,1
690.0956754,0.245052637,-0.301183,1
928.037342,0.185966602,1.38671796,1
442.2323265,0.265440418,-0.539943882,1
412.6943262,0.293369181,-1.106017107,1
777.5275866,0.202178538,0.696828375,1
1161.943747,0.205755289,0.418023529,1
473.9517669,0.272007977,-1.067154338,1
953.7828227,0.248711053,-0.360393941,1
827.065529,0.251008255,-0.506550041,1
753.0551316,0.285535281,-1.144856454,1
817.1213919,0.21134203,0.190465354,1
1718.672118,0.217176717,1.154625291,11
832.1186155,0.171674639,4.900909579,11
1002.563764,0.180151259,4.717995691,11
1557.23813,0.192750749,3.927404367,11
1103.884517,0.173835036,7.537388911,11
1582.105025,0.196038927,4.304227874,11
1618.949904,0.194743339,4.165352162,11
1529.712662,0.191941321,2.84694486,11
1545.752254,0.194104089,3.438256889,11
1521.328583,0.188758803,4.003204915,11
1431.098751,0.18699797,4.056891974,11
1526.093495,0.184077115,5.519089707,11
776.5855959,0.128451436,24.48161097,11
1431.092346,0.184013986,3.994745162,11
1208.55572,0.176149108,6.324687861,11
1508.501254,0.190534256,3.121229454,11
1621.935373,0.197680315,4.546576651,11
1440.449378,0.183797188,4.336267134,11
1601.180023,0.198254609,4.535687663,11
1474.503885,0.186153545,4.007662948,11
1599.451555,0.198112061,2.648820963,11
1512.847377,0.190488878,3.672587368,11
1464.897218,0.180777441,3.845882471,11
1615.570621,0.195474716,3.908921107,11
1516.507021,0.189775151,3.923881406,11
1430.326703,0.184406378,4.064430635,11
1593.65413,0.194033844,3.68149409,11
1501.69191,0.186876287,3.888489841,11
1613.499472,0.191900744,3.697046001,11
1587.822305,0.194382772,3.360423712,11
1558.493762,0.18808763,3.847412307,11
1609.575769,0.197819384,3.185918357,11
1432.151809,0.185089255,3.952647616,11
1802.580792,0.213140711,1.798151434,11
1642.739119,0.199657166,4.113833411,11
1365.887051,0.181970902,4.551509085,11
1130.326252,0.162624805,11.68070703,11
1504.684494,0.177795606,4.231016281,11
1214.117135,0.164175551,8.692272004,11
1070.72449,0.162419271,9.364899487,11
952.9226953,0.142063431,17.04982995,11
1047.137965,0.1625496,8.96711198,11
999.3033869,0.147245368,12.09832966,11
1430.898707,0.186051835,5.089838804,11
1471.615671,0.182572463,4.164758814,11
1074.274392,0.160155978,12.28302262,11
795.7952693,0.150870513,9.905564402,11
921.961002,0.154301528,8.148287329,11
1096.026213,0.184698028,4.59197152,11
565.8487617,0.125157725,12.35032928,11
865.9594967,0.155217189,9.834310157,11
1073.882073,0.162309755,10.32636547,11
895.6037367,0.140809507,15.75709905,11
846.5533144,0.134129057,22.29863104,11
1150.569696,0.157130521,7.945361028,11
894.0477332,0.154413344,13.07057723,11
1185.986347,0.168745122,5.179121572,11
751.3073938,0.133499527,15.75419914,11
684.506808,0.124150359,25.88064016,11
691.222904,0.123125038,26.93145929,11
1160.789297,0.172386883,7.437558166,11
1052.915676,0.173273817,5.08179904,11
794.0486533,0.135961212,12.64734716,11
796.8390956,0.148016884,5.921351174,11
809.7549586,0.155392374,10.52169519,11
743.9221623,0.130823599,22.86347939,11
950.8564107,0.170088111,6.828820991,11
849.8196336,0.188297143,2.556455884,11
1257.110625,0.182810353,6.274935552,11
1088.250102,0.159300736,10.89441225,11
833.3152986,0.136111828,18.64711744,11
829.4697059,0.140720211,14.37612025,11
1700.950592,0.200553968,1.916217893,11
744.1862549,0.131526609,24.96637077,11
1102.330328,0.174831669,6.368179478,11
1101.422691,0.170406749,7.06901036,11
834.4109838,0.132230114,24.31976944,11
1061.80762,0.167119674,9.162751969,11
841.7120246,0.135892541,19.02919719,11
869.1788335,0.143648835,16.96861565,11
1048.128913,0.168384146,9.292392737,11
1196.611189,0.181143119,5.871221027,11
866.9292098,0.140668924,18.23313299,11
861.8110754,0.138087078,21.2363931,11
1319.239048,0.185502198,4.213710257,11
1049.544075,0.16506202,9.746691705,11
1036.504973,0.168419925,7.216603756,11
989.9633509,0.146448241,16.74628751,11
813.9727061,0.129484344,27.36829142,11
907.1315482,0.142861834,18.24278443,11
859.8555091,0.133997147,19.70175704,11
821.7077713,0.141849169,17.09153688,11
745.8099051,0.127589513,28.02893715,11
1387.657786,0.185015434,3.323581806,11
897.5840862,0.150888134,10.06195682,11
768.3922934,0.137186378,21.83329844,11
732.9104662,0.126316375,27.57903947,11
840.9673595,0.139686724,19.68811141,11
840.2296393,0.141389568,16.47114572,11
679.5939124,0.139771796,14.85187138,11
1032.930498,0.169442936,7.593861856,11
829.4164016,0.134677274,23.07737439,11
1051.205987,0.178511076,4.956080401,11
868.6819114,0.138911947,15.84262701,11
975.9868373,0.154410661,11.41255974,11
594.5371989,0.128911758,14.27565704,11
919.1224966,0.163259507,7.819053286,11
1155.066495,0.202229677,2.645999586,11
961.6647907,0.156140046,11.52128994,11
862.5111801,0.150915202,8.139752006,11
868.8014284,0.155702132,6.375500612,11
1431.865921,0.189009984,2.907778384,11
1646.793601,0.21175915,1.540684988,11
1034.290257,0.170889712,6.409972239,11
1038.953868,0.159516334,9.688125088,11
1049.500006,0.169101878,6.336054609,11
1534.234984,0.194418111,3.039705003,11
1596.577281,0.20299902,1.751122143,11
1611.973298,0.208816759,1.701185367,11
1343.486483,0.180006864,4.228411969,11
1140.33158,0.178425331,5.866005764,11
870.5998676,0.131213261,5.770532445,2
995.5489811,0.136541445,5.382226178,2
1064.393094,0.135389357,5.909747797,2
995.0962525,0.135801802,4.847715591,2
810.574564,0.138881847,5.272207792,2
823.8627051,0.133687969,6.118898264,2
853.427465,0.135961177,6.861725154,2
1041.530852,0.149412529,2.686630888,2
820.7604478,0.132595278,6.179914051,2
888.7820722,0.136107431,4.862215035,2
849.6805662,0.139521836,5.763664859,2
1003.671619,0.146222399,3.844938316,2
811.4346747,0.127113828,7.90388812,2
919.337679,0.137586172,4.077362741,2
953.0162698,0.145560169,3.671178547,2
970.4765794,0.144445417,4.672859015,2
981.7979676,0.15189188,2.915375072,2
849.6466669,0.14100662,5.143277684,2
928.244897,0.143406375,4.556132331,2
1022.444931,0.145009264,4.141679227,2
980.4146042,0.138821395,5.557787355,2
932.3619611,0.134029532,5.818203425,2
916.7096183,0.146800902,2.523766667,2
940.6266185,0.139449419,4.831549165,2
996.3219731,0.157012576,2.051081495,2
868.1463257,0.133232898,5.542074211,2
906.7707089,0.150732376,2.409648082,2
929.2914324,0.13627257,6.043926738,2
621.4559497,0.12865584,6.984563009,11
878.6180196,0.149947958,5.698537875,11
866.8495298,0.150677598,5.720874211,11
1347.34007,0.179736374,4.290270557,11
1291.992395,0.179713243,3.981165208,11
1345.991484,0.184086886,3.690129313,11
1228.245398,0.169641248,6.114552599,11
879.3638945,0.147481548,6.312987542,11
1094.516169,0.160799516,6.399430216,11
787.114418,0.144953735,6.063704165,11
856.9060786,0.156136962,4.702636602,11
850.766265,0.144337969,8.651647124,11
924.275827,0.158923852,4.997770099,11
1157.485784,0.159450971,8.745975742,11
948.0792445,0.148138579,9.20047562,11
1121.12746,0.160981601,7.587609302,11
887.7156833,0.146524337,8.963598452,11
1155.318311,0.165956983,6.615210572,11
1271.300518,0.175378286,5.023365836,11
1316.698927,0.18320942,4.05702422,11
1201.125536,0.163831076,6.787087141,11
1265.944441,0.167803258,6.716904014,11
1068.733948,0.160008458,5.904458868,11
1167.9866,0.161824843,6.918400341,11
920.6833967,0.151986194,5.995104472,11
899.0073907,0.152337979,6.465839727,11
894.4565666,0.147440691,7.422507491,11
1083.385971,0.157104107,8.092214225,11
1198.352005,0.167965786,5.885640099,11
1112.639118,0.16121356,6.3617875,11
885.6151305,0.1487933,7.807092902,11
911.2291767,0.15088555,7.363766864,11
837.3133117,0.146171204,6.973832418,11
953.7790475,0.151546332,8.488063643,11
1104.406925,0.157904791,7.813744373,11
1355.033357,0.183331777,4.037176747,11
856.5040075,0.149816326,5.644938758,11
1267.713825,0.174002051,4.744046509,11
931.6997911,0.151820432,6.98551967,11
815.5861842,0.143941138,7.718373893,11
1231.977053,0.167740648,6.713170911,11
1356.601925,0.183240676,4.24667394,11
1441.168326,0.19556991,3.423818343,11
895.2233416,0.148673073,6.966448306,11
907.7113111,0.144730923,9.174253009,11
957.6372226,0.151022303,7.097833473,11
1135.702041,0.163227976,7.103996934,11
950.2527643,0.158005349,5.448505488,11
1051.86915,0.157310092,7.227650029,11
1050.749915,0.157427481,6.989340461,11
1220.917029,0.167534301,5.94066339,11
1017.817502,0.154454982,8.603409237,11
1083.894423,0.153683965,9.555088843,11
1167.191598,0.161150685,8.223718409,11
1286.040125,0.178939148,4.491410756,11
1238.374871,0.16907196,7.508347778,11
986.620223,0.157012484,5.992077336,11
1039.101951,0.16357852,4.419558758,11
1132.908432,0.164483566,5.61810846,11
1120.974554,0.157163481,9.122337358,11
1013.897223,0.163714544,3.304234507,11
822.3379513,0.144699784,6.200891012,11
1448.197746,0.192599818,3.455746558,11
1143.227217,0.163657304,6.426366472,11
1011.893872,0.159114046,5.69404765,11
902.9029788,0.151426485,5.178995636,11
968.9831951,0.15745557,6.258620864,11
1186.131809,0.162247673,7.324453976,11
990.4970333,0.153631518,7.001105331,11
1202.682266,0.174084166,4.846889807,11
1170.023969,0.161792878,8.186691039,11
1238.91761,0.164145447,7.755082773,11
1190.382652,0.163712549,6.997172071,11
1071.89997,0.158694079,6.234766618,11
915.0706247,0.151847647,5.824417932,11
978.056917,0.155107443,7.425571179,11
1231.406554,0.169009224,5.999198685,11
1231.786758,0.168012127,5.543471568,11
1324.830347,0.182137256,3.586321242,11
1047.121042,0.156620924,6.243875033,11
994.7229672,0.145401273,9.770993052,11
746.8320029,0.142750934,5.896187922,11
1226.426072,0.169418593,5.646413575,11
1277.355093,0.17337913,5.389250678,11
1084.715076,0.161346502,5.993198381,11
1294.177781,0.175007149,5.508067598,11
907.4774774,0.151016714,5.709756602,11
681.2234136,0.13670249,6.489746426,11
1215.349843,0.171173468,5.298839198,11
1233.558164,0.171523058,5.209692816,11
1394.456098,0.176661958,6.296779192,11
877.1973983,0.150763832,6.82297203,11
873.9292554,0.150058407,6.113134984,11
1199.476734,0.164781128,6.308212395,11
949.5527946,0.151303996,6.878758934,11
723.1519602,0.140274743,5.741577892,11
1007.778824,0.15054346,7.526480536,11
1149.539317,0.161147772,7.659725189,11
1332.669383,0.174666689,6.879115472,11
1090.333536,0.155592633,9.312024322,11
1273.631449,0.170437493,7.842185121,11
1321.174592,0.168860006,7.612251943,11
964.7092737,0.147217268,11.05521865,11
1219.41384,0.163508866,9.188033663,11
1170.522943,0.160231594,8.912422182,11
1350.809596,0.177383146,5.303689933,11
989.4255954,0.153374462,7.228593064,11
1222.596054,0.170597774,4.709060201,11
968.2905893,0.155062318,6.083226486,11
1277.652534,0.170585214,6.785606472,11
976.6163476,0.151200422,7.096464495,11
1268.82487,0.173746208,4.987871292,11
1149.063881,0.159668237,7.499285295,11
979.3495198,0.152454749,6.411247879,11
1013.192286,0.155867908,6.878372728,11
1143.91325,0.165605718,5.371703467,11
1067.968074,0.15972295,5.608809589,11
853.5566248,0.146351308,6.364381862,11
906.1462365,0.14977204,5.524996386,11
1181.265015,0.164761569,6.121553755,11
1359.357321,0.183633824,4.298460266,11
1327.01771,0.174735979,5.553114168,11
1143.937241,0.164189788,5.691311206,11
921.4785653,0.152747654,4.660849023,11
812.4840181,0.143894255,6.372352179,11
1085.677441,0.15982029,6.614193519,11
1007.669529,0.154850345,7.581871488,11
1136.704287,0.16312361,6.54187342,11
1354.130784,0.185382509,4.104984676,11
1224.333166,0.167451742,6.466339833,11
1504.619864,0.202869887,2.698957003,11
767.2725912,0.140884325,6.818752929,11
997.4503247,0.157278049,6.544183888,11
887.3113861,0.150381669,6.544049201,11
1186.63231,0.166068304,6.05342218,11
1061.757616,0.158747716,6.309978238,11
1210.871279,0.169203116,6.514423376,11
